question_idx,story,query,target_text,proof_state,f_comb,story_edges,edge_types,query_edge,genders,task_split,Assignee,ground_truth
524,"[Peter]'s mother [Jennifer] had to help him with his homework because he was having a test soon. [Stephen] took his son [Peter] to the park to feed the squirrels. [Jennifer] bought her mother, [Madonna], a puppy for her birthday. [Diane] went shoe shopping with her sister [Bertha]. [Bertha] and her siblings [Diane] and [Alfred] went on a business trip to Asia [Bertha] was glad to see her father, [Stephen], at her dance recital.","('Bertha', 'Madonna')",grandmother,"[{('Bertha', 'grandmother', 'Madonna'): [('Bertha', 'mother', 'Jennifer'), ('Jennifer', 'mother', 'Madonna')]}, {('Bertha', 'mother', 'Jennifer'): [('Bertha', 'sister', 'Diane'), ('Diane', 'mother', 'Jennifer')]}, {('Diane', 'mother', 'Jennifer'): [('Diane', 'brother', 'Peter'), ('Peter', 'mother', 'Jennifer')]}, {('Diane', 'brother', 'Peter'): [('Diane', 'father', 'Stephen'), ('Stephen', 'son', 'Peter')]}, {('Diane', 'father', 'Stephen'): [('Diane', 'brother', 'Alfred'), ('Alfred', 'father', 'Stephen')]}, {('Alfred', 'father', 'Stephen'): [('Alfred', 'sister', 'Bertha'), ('Bertha', 'father', 'Stephen')]}]",sister-brother-sister-father-son-mother-mother,"[(0, 1), (1, 2), (2, 0), (0, 3), (3, 4), (4, 5), (5, 6)]","['sister', 'brother', 'sister', 'father', 'son', 'mother', 'mother']","(0, 6)","Bertha:female,Diane:female,Alfred:male,Stephen:male,Peter:male,Jennifer:female,Madonna:female",test,Sudheera,"(Peter, has mother, Jennifer), (Jennifer, has son, Peter), (Stephen, has son, Peter), (Peter, has father, Stephen), (Jennifer, has mother, Madonna), (Madonna, has daughter, Jennifer), (Diane, has sister, Bertha), (Bertha, has sister, Diane), (Bertha, has sister, Diane), (Diane, has sister, Bertha), (Bertha, has brother, Alfred), (Alfred, has sister, Bertha), (Bertha, has father, Stephen), (Stephen, has daughter, Bertha)"
513,"[Patricia] was excited because today she was going to the zoo with her uncle [Daniel]. [Marguerite] took her son [Kyle] to the state fair. [Daniel] gave his wife, [Marguerite] tickets so that they could get in. [Ethel] planned a trip to the zoo for her brother, [Michael]. They had a great time. [Kyle] played basketball with his brother [Michael]. [Paul] went to the game with his sister [Patricia]. [Gayle] and her son, [Paul], went to the park, and had a wonderful time.","('Gayle', 'Ethel')",niece,"[{('Gayle', 'niece', 'Ethel'): [('Gayle', 'brother', 'Daniel'), ('Daniel', 'daughter', 'Ethel')]}, {('Daniel', 'daughter', 'Ethel'): [('Daniel', 'son', 'Michael'), ('Michael', 'sister', 'Ethel')]}, {('Daniel', 'son', 'Michael'): [('Daniel', 'wife', 'Marguerite'), ('Marguerite', 'son', 'Michael')]}, {('Gayle', 'brother', 'Daniel'): [('Gayle', 'daughter', 'Patricia'), ('Patricia', 'uncle', 'Daniel')]}, {('Gayle', 'daughter', 'Patricia'): [('Gayle', 'son', 'Paul'), ('Paul', 'sister', 'Patricia')]}, {('Marguerite', 'son', 'Michael'): [('Marguerite', 'son', 'Kyle'), ('Kyle', 'brother', 'Michael')]}]",son-sister-uncle-wife-son-brother-sister,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7)]","['son', 'sister', 'uncle', 'wife', 'son', 'brother', 'sister']","(0, 7)","Gayle:female,Paul:male,Patricia:female,Daniel:male,Marguerite:female,Kyle:male,Michael:male,Ethel:female",test,Sudheera,"(Patricia, has uncle, Daniel), (Daniel, has niece, Patricia), (Marguerite, has son, Kyle), (Kyle, has mother, Marguerite), (Daniel, has wife, Marguerite), (Marguerite, has husband, Daniel), (Ethel, has brother, Michael), (Michael, has sister, Ethel), (Kyle, has brother, Michael), (Michael, has brother, Kyle), (Paul, has sister, Patricia), (Patricia, has brother, Paul), (Gayle, has son, Paul), (Paul, has mother, Gayle)"
518,"[Lisa] was ready to leave for the airport when she got a call from her sister [Ruth] that [Ruth]'s father [William] had fallen ill. [William]'s wife [Mary] had found him collapsed at the desk. [Gayle] spent a great day shopping with her daughter, [Maria]. [Gayle] had a daughter named [Susan]. [Carlos] took his daughter, [Susan], to a baseball game. [Maria] and her aunt, [Mary], went to the deli. They got a half a pound of corned beef, and two pounds of salami.","('Carlos', 'Lisa')",niece,"[{('Carlos', 'niece', 'Lisa'): [('Carlos', 'sister', 'Mary'), ('Mary', 'daughter', 'Lisa')]}, {('Mary', 'daughter', 'Lisa'): [('Mary', 'daughter', 'Ruth'), ('Ruth', 'sister', 'Lisa')]}, {('Mary', 'daughter', 'Ruth'): [('Mary', 'husband', 'William'), ('William', 'daughter', 'Ruth')]}, {('Carlos', 'sister', 'Mary'): [('Carlos', 'daughter', 'Susan'), ('Susan', 'aunt', 'Mary')]}, {('Susan', 'aunt', 'Mary'): [('Susan', 'mother', 'Gayle'), ('Gayle', 'sister', 'Mary')]}, {('Gayle', 'sister', 'Mary'): [('Gayle', 'daughter', 'Maria'), ('Maria', 'aunt', 'Mary')]}]",daughter-mother-daughter-aunt-husband-daughter-sister,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7)]","['daughter', 'mother', 'daughter', 'aunt', 'husband', 'daughter', 'sister']","(0, 7)","Carlos:male,Susan:female,Gayle:female,Maria:female,Mary:female,William:male,Ruth:female,Lisa:female",test,Sudheera,"(Lisa, has sister, Ruth), (Ruth, has sister, Lisa), (Ruth, has father, William), (William, has daughter, Ruth), (William, has wife, Mary), (Mary, has husband, William), (Gayle, has daughter, Maria), (Maria, has mother, Gayle), (Gayle, has daughter, Susan_1), (Susan_1, has mother, Gayle), (Carlos, has daughter, Susan_2), (Susan_2, has father, Carlos), (Maria, has aunt, Mary), (Mary, has niece, Maria)"
512,"[Bertha] decided to give her uncle, [Daniel], a call on his birthday. [Jennifer] went to the mall, because she wanted to look for a present for her daughter, [Bertha]. [Alfred] and his son [Stephen] went to look at cars. [Alfred] ended up buying the Mustang. [Kyle] invited his father [Daniel] and his brother [Michael] to go on a weekend fishing trip. [Jennifer] and her son [Peter] went to pick up his brother [Alfred] from school.","('Stephen', 'Michael')",nephew,"[{('Stephen', 'nephew', 'Michael'): [('Stephen', 'brother', 'Daniel'), ('Daniel', 'son', 'Michael')]}, {('Stephen', 'brother', 'Daniel'): [('Stephen', 'son', 'Alfred'), ('Alfred', 'uncle', 'Daniel')]}, {('Alfred', 'uncle', 'Daniel'): [('Alfred', 'mother', 'Jennifer'), ('Jennifer', 'brother', 'Daniel')]}, {('Alfred', 'mother', 'Jennifer'): [('Alfred', 'brother', 'Peter'), ('Peter', 'mother', 'Jennifer')]}, {('Daniel', 'son', 'Michael'): [('Daniel', 'son', 'Kyle'), ('Kyle', 'brother', 'Michael')]}, {('Jennifer', 'brother', 'Daniel'): [('Jennifer', 'daughter', 'Bertha'), ('Bertha', 'uncle', 'Daniel')]}]",son-brother-mother-daughter-uncle-son-brother,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7)]","['son', 'brother', 'mother', 'daughter', 'uncle', 'son', 'brother']","(0, 7)","Stephen:male,Alfred:male,Peter:male,Jennifer:female,Bertha:female,Daniel:male,Kyle:male,Michael:male",test,Sudheera,"(Bertha, has uncle, Daniel), (Daniel, has niece, Bertha), (Jennifer, has daughter, Bertha), (Bertha, has mother, Jennifer), (Alfred, has son, Stephen), (Stephen, has father, Alfred), (Kyle, has father, Daniel), (Daniel, has son, Kyle), (Kyle, has brother, Michael), (Michael, has brother, Kyle), (Jennifer, has son, Peter), (Peter, has mother, Jennifer), (Peter, has brother, Alfred), (Alfred, has brother, Peter)"
523,"[Michael] and his son [Daniel] went to look at cars. [Michael] ended up buying the Mustang. [Madonna] asked her son [Carlos] if his son [Paul] wanted anything in particular for his birthday. [Ethel] took her brother [Jerry] and other brother [Michael] with her to eat pasta at a pasta buffet. [Jerry] meet his uncle, [Stephen], at the baseball game, excited for their team to win. [Daniel] was so pleased to spend time with his nephew, [Paul].","('Madonna', 'Stephen')",son,"[{('Madonna', 'son', 'Stephen'): [('Madonna', 'son', 'Daniel'), ('Daniel', 'brother', 'Stephen')]}, {('Madonna', 'son', 'Daniel'): [('Madonna', 'son', 'Carlos'), ('Carlos', 'brother', 'Daniel')]}, {('Daniel', 'brother', 'Stephen'): [('Daniel', 'son', 'Jerry'), ('Jerry', 'uncle', 'Stephen')]}, {('Carlos', 'brother', 'Daniel'): [('Carlos', 'son', 'Paul'), ('Paul', 'uncle', 'Daniel')]}, {('Daniel', 'son', 'Jerry'): [('Daniel', 'son', 'Michael'), ('Michael', 'brother', 'Jerry')]}, {('Michael', 'brother', 'Jerry'): [('Michael', 'sister', 'Ethel'), ('Ethel', 'brother', 'Jerry')]}]",son-son-uncle-son-sister-brother-uncle,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7)]","['son', 'son', 'uncle', 'son', 'sister', 'brother', 'uncle']","(0, 7)","Madonna:female,Carlos:male,Paul:male,Daniel:male,Michael:male,Ethel:female,Jerry:male,Stephen:male",test,Sudheera,"(Michael, has son, Daniel), (Daniel, has father, Michael), (Madonna, has son, Carlos), (Carlos, has mother, Madonna), (Carlos, has son, Paul), (Paul, has father, Carlos), (Ethel, has brother, Jerry), (Jerry, has sister, Ethel), (Ethel, has brother, Michael), (Michael, has sister, Ethel), (Jerry, has uncle, Stephen), (Stephen, has nephew, Jerry), (Daniel, has nephew, Paul), (Paul, has uncle, Daniel)"
517,"[Jennifer] took her sister, [Gayle], out to dinner for her birthday. [Jennifer] asked her daughter, [Diane], if she would like to go to a movie with her on Saturday night. [James] was so proud of his son, [Daniel]. he received a great scholarship to college. [Paul] likes to visit his sister. Her name is [Susan]. [Susan] and her mother [Carlos] made breakfast together. [James] went to see his daughter [Gayle] for parents day at college. [Diane] decided to give her uncle, [Carlos], a call on his birthday.","('Daniel', 'Paul')",nephew,"[{('Daniel', 'nephew', 'Paul'): [('Daniel', 'brother', 'Carlos'), ('Carlos', 'son', 'Paul')]}, {('Carlos', 'son', 'Paul'): [('Carlos', 'daughter', 'Susan'), ('Susan', 'brother', 'Paul')]}, {('Daniel', 'brother', 'Carlos'): [('Daniel', 'father', 'James'), ('James', 'son', 'Carlos')]}, {('James', 'son', 'Carlos'): [('James', 'daughter', 'Jennifer'), ('Jennifer', 'brother', 'Carlos')]}, {('James', 'daughter', 'Jennifer'): [('James', 'daughter', 'Gayle'), ('Gayle', 'sister', 'Jennifer')]}, {('Jennifer', 'brother', 'Carlos'): [('Jennifer', 'daughter', 'Diane'), ('Diane', 'uncle', 'Carlos')]}]",father-daughter-sister-daughter-uncle-daughter-brother,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7)]","['father', 'daughter', 'sister', 'daughter', 'uncle', 'daughter', 'brother']","(0, 7)","Daniel:male,James:male,Gayle:female,Jennifer:female,Diane:female,Carlos:male,Susan:female,Paul:male",test,Sudheera,"(Jennifer, has sister, Gayle), (Gayle, has sister, Jennifer), (Jennifer, has daughter, Diane), (Diane, has mother, Jennifer), (James, has son, Daniel), (Daniel, has father, James), (Paul, has sister, Susan), (Susan, has brother, Paul), (Susan, has mother, Carlos_1), (Carlos_1, has daughter, Susan), (James, has daughter, Gayle), (Gayle, has father, James), (Diane, has uncle, Carlos_2), (Carlos_2, has niece, Diane)"
526,"[Patricia] and her brother [Paul] went to see a movie. [Patricia] took her sister, [Maria], out to dinner for her birthday. [Carlos] went out for pizza with his sister [Mary] and his daughter [Susan]. [George] got his son, [William], a car for his birthday. [Maria] took her sister, [Susan], out to dinner for her birthday. [George]'s mother [Mary] had to help him with his homework because he was having a test soon.","('William', 'Paul')",nephew,"[{('William', 'nephew', 'Paul'): [('William', 'brother', 'Carlos'), ('Carlos', 'son', 'Paul')]}, {('Carlos', 'son', 'Paul'): [('Carlos', 'daughter', 'Maria'), ('Maria', 'brother', 'Paul')]}, {('William', 'brother', 'Carlos'): [('William', 'son', 'George'), ('George', 'uncle', 'Carlos')]}, {('Carlos', 'daughter', 'Maria'): [('Carlos', 'daughter', 'Susan'), ('Susan', 'sister', 'Maria')]}, {('George', 'uncle', 'Carlos'): [('George', 'mother', 'Mary'), ('Mary', 'brother', 'Carlos')]}, {('Maria', 'brother', 'Paul'): [('Maria', 'sister', 'Patricia'), ('Patricia', 'brother', 'Paul')]}]",son-mother-brother-daughter-sister-sister-brother,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7)]","['son', 'mother', 'brother', 'daughter', 'sister', 'sister', 'brother']","(0, 7)","William:male,George:male,Mary:female,Carlos:male,Susan:female,Maria:female,Patricia:female,Paul:male",test,Sudheera,"(Patricia, has brother, Paul), (Paul, has sister, Patricia), (Patricia, has sister, Maria), (Maria, has sister, Patricia), (Carlos, has sister, Mary), (Mary, has brother, Carlos), (Carlos, has daughter, Susan), (Susan, has father, Carlos), (George, has son, William), (William, has father, George), (Maria, has sister, Susan), (Susan, has sister, Maria), (George, has mother, Mary), (Mary, has son, George)"
671,"[Kim] took her sister, [Earline], out to dinner for her birthday. [Lucas]'s aunt [Alice] took him to the store to do some last minute party shopping. [Manuel] drove his daughter [Earline] to soccer practice. [Manuel] and [Alice] have a happy marriage. [James]'s son, [Lucas], came first in a relay race at his school. [James]'s son, [Richard], felt jealous of [Lucas]. [Jeffery] went to the Farmer's market with his mother [Maria] and his brother [Richard].","('Maria', 'Kim')",niece,"[{('Maria', 'niece', 'Kim'): [('Maria', 'sister', 'Alice'), ('Alice', 'daughter', 'Kim')]}, {('Maria', 'sister', 'Alice'): [('Maria', 'son', 'Richard'), ('Richard', 'aunt', 'Alice')]}, {('Maria', 'son', 'Richard'): [('Maria', 'son', 'Jeffery'), ('Jeffery', 'brother', 'Richard')]}, {('Alice', 'daughter', 'Kim'): [('Alice', 'daughter', 'Earline'), ('Earline', 'sister', 'Kim')]}, {('Alice', 'daughter', 'Earline'): [('Alice', 'husband', 'Manuel'), ('Manuel', 'daughter', 'Earline')]}, {('Richard', 'aunt', 'Alice'): [('Richard', 'father', 'James'), ('James', 'sister', 'Alice')]}, {('James', 'sister', 'Alice'): [('James', 'son', 'Lucas'), ('Lucas', 'aunt', 'Alice')]}]",son-brother-father-son-aunt-husband-daughter-sister,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8)]","['son', 'brother', 'father', 'son', 'aunt', 'husband', 'daughter', 'sister']","(0, 8)","Maria:female,Jeffery:male,Richard:male,James:male,Lucas:male,Alice:female,Manuel:male,Earline:female,Kim:female",test,Sudheera,"(Kim, has sister, Earline), (Earline, has sister, Kim), (Lucas, has aunt, Alice), (Alice, has nephew, Lucas), (Manuel, has daughter, Earline), (Earline, has father, Manuel), (Manuel, has wife, Alice), (Alice, has husband, Manuel), (James, has son, Lucas), (Lucas, has father, James), (James, has son, Richard), (Richard, has father, James), (Jeffery, has mother, Maria), (Maria, has son, Jeffery), (Jeffery, has brother, Richard), (Richard, has brother, Jeffery)"
674,"[Leslie] was glad to see her father, [James], at her dance recital. [Lucas]'s mother, [Maria], waited impatiently for him at the diner. [Leslie] invited her brothers [Richard] and [Lucas] to her high school graduation. [Maria] was excited to visit her son, [Lucas], at college. [Lucas] and his brother [Jeffery] went to the park to play basketball. [Jeffery] played basketball with his brother [Lucas]. [Richard] and his sister [Leslie] have been best friends ever since childhood.","('Lucas', 'James')",father,"[{('Lucas', 'father', 'James'): [('Lucas', 'brother', 'Richard'), ('Richard', 'father', 'James')]}, {('Richard', 'father', 'James'): [('Richard', 'sister', 'Leslie'), ('Leslie', 'father', 'James')]}, {('Lucas', 'brother', 'Richard'): [('Lucas', 'mother', 'Maria'), ('Maria', 'son', 'Richard')]}, {('Maria', 'son', 'Richard'): [('Maria', 'son', 'Jeffery'), ('Jeffery', 'brother', 'Richard')]}, {('Maria', 'son', 'Jeffery'): [('Maria', 'son', 'Lucas'), ('Lucas', 'brother', 'Jeffery')]}, {('Jeffery', 'brother', 'Richard'): [('Jeffery', 'sister', 'Leslie'), ('Leslie', 'brother', 'Richard')]}, {('Jeffery', 'sister', 'Leslie'): [('Jeffery', 'brother', 'Lucas'), ('Lucas', 'sister', 'Leslie')]}]",mother-son-brother-brother-sister-brother-sister-father,"[(0, 1), (1, 0), (0, 2), (2, 0), (0, 3), (3, 4), (4, 3), (3, 5)]","['mother', 'son', 'brother', 'brother', 'sister', 'brother', 'sister', 'father']","(0, 5)","Lucas:male,Maria:female,Jeffery:male,Leslie:female,Richard:male,James:male",test,Sudheera,"(Leslie, has father, James), (James, has daughter, Leslie), (Lucas, has mother, Maria), (Maria, has son, Lucas), (Leslie, has brother, Richard), (Richard, has sister, Leslie), (Leslie, has brother, Lucas), (Lucas, has sister, Leslie), (Maria, has son, Lucas), (Lucas, has mother, Maria), (Lucas, has brother, Jeffery), (Jeffery, has brother, Lucas), (Richard, has sister, Leslie), (Leslie, has brother, Richard)"
668,"[Kim]'s father, [Manuel], felt a wave of sadness when [Kim] left for college. [Alice] had a daughter named [Earline]. [Kim] went over to her uncle [Dallas]'s house for dinner. [Alice] asked her husband [Manuel] to take out the trash. [Manuel] took it out quickly so he could get back to the game. [Manuel] went to see his daughter [Kim] for parents day at college. [Manuel] is proud that his daughter is such a good student. Her name is [Earline]. [Manuel] needed to go pick his son [Roger] up a Christmas present. So he asked his daughter [Kim] to help pick something out for [Roger].","('Roger', 'Dallas')",uncle,"[{('Roger', 'uncle', 'Dallas'): [('Roger', 'mother', 'Alice'), ('Alice', 'brother', 'Dallas')]}, {('Roger', 'mother', 'Alice'): [('Roger', 'sister', 'Earline'), ('Earline', 'mother', 'Alice')]}, {('Roger', 'sister', 'Earline'): [('Roger', 'sister', 'Kim'), ('Kim', 'sister', 'Earline')]}, {('Kim', 'sister', 'Earline'): [('Kim', 'father', 'Manuel'), ('Manuel', 'daughter', 'Earline')]}, {('Alice', 'brother', 'Dallas'): [('Alice', 'daughter', 'Kim'), ('Kim', 'uncle', 'Dallas')]}, {('Roger', 'sister', 'Kim'): [('Roger', 'father', 'Manuel'), ('Manuel', 'daughter', 'Kim')]}, {('Alice', 'daughter', 'Kim'): [('Alice', 'husband', 'Manuel'), ('Manuel', 'daughter', 'Kim')]}]",father-daughter-father-daughter-mother-husband-daughter-uncle,"[(0, 1), (1, 2), (2, 1), (1, 3), (3, 4), (4, 1), (1, 2), (2, 5)]","['father', 'daughter', 'father', 'daughter', 'mother', 'husband', 'daughter', 'uncle']","(0, 5)","Roger:male,Manuel:male,Kim:female,Earline:female,Alice:female,Dallas:male",test,Sudheera,"(Kim, has father, Manuel), (Manuel, has daughter, Kim), (Alice, has daughter, Earline), (Earline, has mother, Alice), (Kim, has uncle, Dallas), (Dallas, has niece, Kim), (Alice, has husband, Manuel), (Manuel, has wife, Alice), (Manuel, has daughter, Earline), (Earline, has father, Manuel), (Manuel, has son, Roger), (Roger, has father, Manuel)"
669,"[James] bought his son, [Lucas], a new video game for his birthday. [Lucas] wanted his sister, [Leslie], and [Leslie]'s brother, [Jeffery], to play the game with him. [Dallas] played basketball with his brother [James]. [Shana] and her sister [Katherine] took their brother [David] to the hardware store. [David] was repairing his mother [Melody]'s front porch. [Shana] was excited because she was meeting her father, [Dallas], for lunch.","('Melody', 'Jeffery')",nephew,"[{('Melody', 'nephew', 'Jeffery'): [('Melody', 'brother', 'James'), ('James', 'son', 'Jeffery')]}, {('Melody', 'brother', 'James'): [('Melody', 'daughter', 'Shana'), ('Shana', 'uncle', 'James')]}, {('James', 'son', 'Jeffery'): [('James', 'daughter', 'Leslie'), ('Leslie', 'brother', 'Jeffery')]}, {('James', 'daughter', 'Leslie'): [('James', 'son', 'Lucas'), ('Lucas', 'sister', 'Leslie')]}, {('Melody', 'daughter', 'Shana'): [('Melody', 'son', 'David'), ('David', 'sister', 'Shana')]}, {('Shana', 'uncle', 'James'): [('Shana', 'father', 'Dallas'), ('Dallas', 'brother', 'James')]}, {('Melody', 'son', 'David'): [('Melody', 'daughter', 'Katherine'), ('Katherine', 'brother', 'David')]}]",daughter-brother-sister-father-brother-son-sister-brother,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8)]","['daughter', 'brother', 'sister', 'father', 'brother', 'son', 'sister', 'brother']","(0, 8)","Melody:female,Katherine:female,David:male,Shana:female,Dallas:male,James:male,Lucas:male,Leslie:female,Jeffery:male",test,Sudheera,"(James, has son, Lucas), (Lucas, has father, James), (Lucas, has sister, Leslie), (Leslie, has brother, Lucas), (Leslie, has brother, Jeffery), (Jeffery, has sister, Leslie), (Dallas, has brother, James), (James, has brother, Dallas), (Shana, has sister, Katherine), (Katherine, has sister, Shana), (Shana, has brother, David), (David, has sister, Shana), (Katherine, has brother, David), (David, has sister, Katherine), (David, has mother, Melody), (Melody, has son, David), (Shana, has father, Dallas), (Dallas, has daughter, Shana)"
670,"[Donald] took his sister, [Melody], to a baseball game. [Lucas]'s mother, [Maria], waited impatiently for him at the diner. [Alice] and her brother [James] went to see a movie. [Maria] and her brother [Donald] went to see a movie. [Melody] 'daughter [Cecelia] visited for Christmas. [Cecelia]'s brother [David] was out of town for the holidays. [Luis] has a daughter called [Alice]. [Lucas] has a few children, [James], Bradley and Claire","('Luis', 'David')",grandson,"[{('Luis', 'grandson', 'David'): [('Luis', 'daughter', 'Melody'), ('Melody', 'son', 'David')]}, {('Melody', 'son', 'David'): [('Melody', 'daughter', 'Cecelia'), ('Cecelia', 'brother', 'David')]}, {('Luis', 'daughter', 'Melody'): [('Luis', 'son', 'Donald'), ('Donald', 'sister', 'Melody')]}, {('Luis', 'son', 'Donald'): [('Luis', 'son', 'James'), ('James', 'brother', 'Donald')]}, {('James', 'brother', 'Donald'): [('James', 'son', 'Lucas'), ('Lucas', 'uncle', 'Donald')]}, {('Luis', 'son', 'James'): [('Luis', 'daughter', 'Alice'), ('Alice', 'brother', 'James')]}, {('Lucas', 'uncle', 'Donald'): [('Lucas', 'mother', 'Maria'), ('Maria', 'brother', 'Donald')]}]",daughter-brother-son-mother-brother-sister-daughter-brother,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8)]","['daughter', 'brother', 'son', 'mother', 'brother', 'sister', 'daughter', 'brother']","(0, 8)","Luis:male,Alice:female,James:male,Lucas:male,Maria:female,Donald:male,Melody:female,Cecelia:female,David:male",test,Sudheera,"(Donald, has sister, Melody), (Melody, has brother, Donald), (Lucas, has mother, Maria), (Maria, has son, Lucas), (Alice, has brother, James), (James, has sister, Alice), (Maria, has brother, Donald), (Donald, has sister, Maria), (Melody, has daughter, Cecelia), (Cecelia, has mother, Melody), (Cecelia, has brother, David), (David, has sister, Cecelia), (Luis, has daughter, Alice), (Alice, has father, Luis), (Lucas, has son, James), (James, has father, Lucas)"
711,"[Dallas] and his brother [Manuel] like to tease their sister [Maria]. [Maria]'s other brother, [Donald], does n't tease her. [Leslie] went to her aunt [Melody]'s house for dinner. [Melody] made meatloaf, and it was delicious. [David] took his favorite son [Dallas] to a baseball game where he caught a foul ball as a souvenir. [James] drove his daughter [Leslie] to soccer practice. [Donald] and his sister, [Melody] love it when their grandmother visits because she spoils them. She is coming this week to watch them while their parents are out of town. [David] took his sister, [Shana], to a baseball game.","('James', 'Shana')",niece,"[{('James', 'niece', 'Shana'): [('James', 'brother', 'Dallas'), ('Dallas', 'daughter', 'Shana')]}, {('Dallas', 'daughter', 'Shana'): [('Dallas', 'son', 'David'), ('David', 'sister', 'Shana')]}, {('James', 'brother', 'Dallas'): [('James', 'brother', 'Manuel'), ('Manuel', 'brother', 'Dallas')]}, {('James', 'brother', 'Manuel'): [('James', 'sister', 'Melody'), ('Melody', 'brother', 'Manuel')]}, {('Melody', 'brother', 'Manuel'): [('Melody', 'brother', 'Donald'), ('Donald', 'brother', 'Manuel')]}, {('Donald', 'brother', 'Manuel'): [('Donald', 'sister', 'Maria'), ('Maria', 'brother', 'Manuel')]}, {('James', 'sister', 'Melody'): [('James', 'daughter', 'Leslie'), ('Leslie', 'aunt', 'Melody')]}]",daughter-aunt-brother-sister-brother-brother-son-sister,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8)]","['daughter', 'aunt', 'brother', 'sister', 'brother', 'brother', 'son', 'sister']","(0, 8)","James:male,Leslie:female,Melody:female,Donald:male,Maria:female,Manuel:male,Dallas:male,David:male,Shana:female",test,Sudheera,"(Dallas, has brother, Manuel), (Manuel, has brother, Dallas), (Dallas, has sister, Maria), (Maria, has brother, Dallas), (Maria, has brother, Donald), (Donald, has sister, Maria), (Leslie, has aunt, Melody), (Melody, has niece, Leslie), (David, has son, Dallas), (Dallas, has father, David), (James, has daughter, Leslie), (Leslie, has father, James), (Donald, has sister, Melody), (Melody, has brother, Donald), (David, has sister, Shana), (Shana, has brother, David)"
667,"[Jeffery] took his sister [Leslie] out to lunch after learning that she got accepted into her first choice for university. [Leslie] and [Richard] left that evening to go bowling. [Richard] took his sister [Leslie] out to lunch after learning that she got accepted into her first choice for university. [Richard] went to the Farmer's market with his mother [Maria] and his brother [Lucas]. [James] went fishing with his son [Jeffery]. [James]'s brother [Donald] wanted to go fishing with them, but he could n't make it. [Leslie] planned a trip to the zoo for her brother, [Lucas]. They had a great time.","('Maria', 'Donald')",brother,"[{('Maria', 'brother', 'Donald'): [('Maria', 'son', 'Lucas'), ('Lucas', 'uncle', 'Donald')]}, {('Maria', 'son', 'Lucas'): [('Maria', 'son', 'Richard'), ('Richard', 'brother', 'Lucas')]}, {('Lucas', 'uncle', 'Donald'): [('Lucas', 'father', 'James'), ('James', 'brother', 'Donald')]}, {('Lucas', 'father', 'James'): [('Lucas', 'brother', 'Richard'), ('Richard', 'father', 'James')]}, {('Richard', 'father', 'James'): [('Richard', 'sister', 'Leslie'), ('Leslie', 'father', 'James')]}, {('Lucas', 'brother', 'Richard'): [('Lucas', 'sister', 'Leslie'), ('Leslie', 'brother', 'Richard')]}, {('Leslie', 'father', 'James'): [('Leslie', 'brother', 'Jeffery'), ('Jeffery', 'father', 'James')]}]",son-brother-sister-brother-sister-brother-father-brother,"[(0, 1), (1, 2), (2, 3), (3, 1), (1, 3), (3, 4), (4, 5), (5, 6)]","['son', 'brother', 'sister', 'brother', 'sister', 'brother', 'father', 'brother']","(0, 6)","Maria:female,Richard:male,Lucas:male,Leslie:female,Jeffery:male,James:male,Donald:male",test,Sudheera,"(Jeffery, has sister, Leslie), (Leslie, has brother, Jeffery), (Richard, has sister, Leslie), (Leslie, has brother, Richard), (Richard, has mother, Maria), (Maria, has son, Richard), (Richard, has brother, Lucas), (Lucas, has brother, Richard), (James, has son, Jeffery), (Jeffery, has father, James), (James, has brother, Donald), (Donald, has brother, James), (Leslie, has brother, Lucas), (Lucas, has sister, Leslie)"
